illegal,незаконный,
law,закон,
nose,нос,
petrol,бензин,
proud,гордый,
responsible,ответственный,
store,хранить,
successful,успешный,
swim,плавать,
top,Топ,
win,выиграть,
available,имеется в наличии,
boat,лодка,
borrow,заимствовать,
coast,морской берег,
design,дизайн,
expression,выражение,
farm,ферма,
history,история,
injure,травмировать,
map,карта,
obtain,получить,
peaceful,мирный,
practise,практика,
shape,форма,
silver,Серебряный,
smoke,курить,
touch,прикоснуться,
wash,мыть,
advantage,преимущество,
attack,атака,
butter,сливочное масло,
club,клуб,
college,колледж,
degree,степень,
escape,побег,
gate,Ворота,
independent,независимый,
listen,Слушать,
marry,выйти замуж,
object,объект,
path,путь,
quiet,тихий,
refuse,отказаться,
subject,тема,
supply,поставка,
taste,вкус,
usually,как правило,
vegetable,овощ,
arrange,устроить,
below,ниже,
cigarette,сигарета,
cottage,коттедж,
department,отдел,
earn,заработать,
front,фронт,
gentle,нежный,
hat,шапка,
instrument,инструмент,
machine,машина,
newspaper,газета,
parcel,пакет,
religion,религия,
repair,ремонт,
serve,обслуживать,
shoulder,плечо,
trip,поездка,
village,поселок,
wall,стена,
arrive,прибыть,
born,родившийся,
clothes,одежда,
correct,верный,
double,двойной,
English,английский,
forget,забыть,
goal,Цель,
hate,ненавидеть,
kill,убийство,
last,последний,
main,главный,
pair,пара,
promise,обещание,
regular,регулярный,
somewhere,где-то,
space,пространство,
these,эти,
useful,полезный,
without,без,
animal,животное,
beer,пиво,
calm,спокойствие,
copy,копировать,
dish,блюдо,
express,экспресс,
foreign,иностранный,
guess,угадать,
husband,муж,
lie,ЛОЖЬ,
mine,шахта,
opinion,мнение,
passenger,пассажир,
press,Нажмите,
rule,правило,
sign,подписать,
support,служба поддержки,
those,те,
wonderful,замечательный,
year,год,
afraid,боюсь,
board,доска,
circle,круг,
count,считать,
death,смерть,
discover,обнаружить,
funny,смешной,
guest,гость,
horse,лошадь,
lake,озеро,
modern,современный,
necessary,необходимо,
plenty,много,
profit,прибыль,
reduce,уменьшить,
share,Поделиться,
steal,украсть,
trust,доверять,
wish,желаю,
young,молодой,
admire,восхищаться,
allow,позволять,
battle,боевой,
climb,подняться,
complete,полный,
divide,делить,
effort,усилие,
fresh,свежий,
hole,отверстие,
indeed,конечно,
marriage,брак,
outside,снаружи,
pleasant,приятный,
point,точка,
recent,недавний,
secretary,секретарь,
sing,петь,
soft,мягкий,
third,в третьих,
various,различный,
adventure,приключение,
although,хотя,
bottom,дно,
coin,монета,
comfort,комфорт,
drop,падение,
equal,равный,
gun,пистолет,
intelligent,умный,
join,присоединиться,
laugh,смех,
middle,средний,
perform,выполнять,
plain,простой,
row,строка,
soldier,солдат,
surface,поверхность,
thick,толстый,
until,до того как,
wild,дикий,
attempt,попытка,
bill,счет,
breathe,дышать,
cook,готовить,
defend,защищать,
fat,жир,
grey,серый,
hot,горячей,
character,персонаж,
import,импорт,
lose,терять,
mountain,гора,
operation,операция,
prize,приз,
risk,риск,
safe,сейф,
suddenly,вдруг,
suit,подходить,
type,тип,
wood,дерево,
area,площадь,
asleep,спит,
bath,ванна,
careless,небрежный,
delay,задержка,
event,событие,
foot,фут,
hide,скрывать,
chain,цепь,
international,Международный,
match,соответствие,
nervous,нервный,
pity,жалость,
prove,доказать,
raise,поднять,
shut,закрыть,
smell,запах,
straight,Прямо,
trade,сделка,
variety,разнообразие,
admit,признаться,
attend,присутствовать,
branch,ветка,
coal,каменный уголь,
consist,состоять,
declare,объявить,
exact,точный,
farmer,фермер,
instead,вместо,
jacket,куртка,
leg,нога,
metal,металл,
opposite,напротив,
pound,фунт,
roll,рулон,
score,Гол,
shoot,стрелять,
speech,речь,
toilet,туалет,
whose,чья,
attitude,отношение,
brave,Храбрый,
contain,содержать,
doubt,сомневаться,
experience,опыт,
flat,плоский,
guard,охранять,
heavy,тяжелый,
charge,заряжать,
iron,железо,
medicine,лекарство,
noise,шум,
politics,политика,
pour,налить,
rush,порыв,
smooth,гладкий,
spread,распространение,
suggest,предлагать,
trouble,беда,
west,запад,
average,в среднем,
belong,принадлежать,
certainly,конечно,
crime,преступление,
duty,долг,
either,или,
fail,потерпеть поражение,
health,здоровье,
influence,оказать влияние,
leader,лидер,
measure,мера,
offer,предлагает,
pile,куча,
regard,рассматривать,
rough,грубый,
series,серии,
spoil,испортить,
spot,место,
thin,тонкий,
vote,голос,
